"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Tem","TMax","TMaxTime","TMin","TMinTime","Tddewpoint","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVIMax","UVIMaxTime","CloudAmount"
"2012-01-01",974.8,NA,976.7,"2012-01-01 09:33",973,"2012-01-01 12:47",11.2,12.8,"2012-01-01 12:16",9.9,"2012-01-01 23:16",NA,98,90,"2012-01-01 11:31",0.4,299,5.2,322,"2012-01-01 15:26",1,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-02",973.6,NA,976.1,"2012-01-02 07:46",971.5,"2012-01-02 13:46",10.3,11.6,"2012-01-02 15:35",9.3,"2012-01-02 07:31",NA,99,99,"2012-01-02 12:19",0.2,140,3.3,143,"2012-01-02 13:15",2,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-03",972.5,NA,974.9,"2012-01-03 22:01",970.2,"2012-01-03 13:16",12.9,18.3,"2012-01-03 11:02",10.3,"2012-01-03 00:01",NA,95,68,"2012-01-03 11:02",0.5,166,5.5,127,"2012-01-03 12:52",0.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-04",977.4,NA,979.8,"2012-01-04 09:31",974.5,"2012-01-04 01:31",7.5,11,"2012-01-04 00:02",6,"2012-01-04 18:09",NA,98,93,"2012-01-04 04:43",0.7,298,6.8,289,"2012-01-04 04:43",5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-05",975.5,NA,978.1,"2012-01-05 09:01",973.5,"2012-01-05 14:46",8.7,10.3,"2012-01-05 23:31",6.7,"2012-01-05 00:46",NA,99,99,"2012-01-05 04:16",0.1,134,3.5,131,"2012-01-05 21:46",19,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-06",974.1,NA,977.1,"2012-01-06 21:31",971.7,"2012-01-06 14:05",12.8,15.7,"2012-01-06 14:16",10,"2012-01-06 00:08",NA,99,98,"2012-01-06 16:19",0.2,240,5.2,251,"2012-01-06 15:57",26.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-07",977.1,NA,979,"2012-01-07 09:03",975.7,"2012-01-07 14:18",13.7,16.3,"2012-01-07 12:48",12.2,"2012-01-07 06:16",NA,99,90,"2012-01-07 13:35",0.1,104,4.1,120,"2012-01-07 13:28",10,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-08",975.5,NA,977.4,"2012-01-08 09:46",973.5,"2012-01-08 15:16",14.9,17.8,"2012-01-08 11:43",13.1,"2012-01-08 00:31",NA,99,93,"2012-01-08 12:33",0.2,36,5.7,43,"2012-01-08 13:23",9,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-09",975.3,NA,977.6,"2012-01-09 10:02",973.8,"2012-01-09 14:49",14.3,15.7,"2012-01-09 12:04",12.9,"2012-01-09 22:31",NA,99,93,"2012-01-09 14:19",0.2,232,5.5,334,"2012-01-09 07:52",1,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-10",974.7,NA,976.1,"2012-01-10 09:16",972.7,"2012-01-10 14:01",13.8,16.3,"2012-01-10 14:17",12.5,"2012-01-10 23:16",NA,98,90,"2012-01-10 15:16",0.1,7,3,308,"2012-01-10 10:59",1.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
