"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Tem","TMax","TMaxTime","TMin","TMinTime","Tddewpoint","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVIMax","UVIMaxTime","CloudAmount"
"2012-01-01",998.8,NA,1000.9,"2012-01-01 09:28",997.1,"2012-01-01 12:43",13.5,14.9,"2012-01-01 11:08",12.9,"2012-01-02 00:00",NA,NA,65,"2012-01-01 23:38",3.1,44,13.1,74,"2012-01-01 23:08",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-02",996.6,NA,998.5,"2012-01-02 08:22",995.4,"2012-01-02 13:41",13.8,15.7,"2012-01-02 13:53",12.3,"2012-01-02 23:47",NA,NA,50,"2012-01-02 10:42",3.3,55,16.3,26,"2012-01-02 05:17",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-03",996.3,NA,999.7,"2012-01-03 23:51",994.1,"2012-01-03 13:29",14.4,19.2,"2012-01-03 12:04",11.5,"2012-01-03 01:22",NA,NA,60,"2012-01-03 12:05",3,47,14.2,39,"2012-01-03 19:03",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-04",1001.9,NA,1004.8,"2012-01-04 09:23",999.2,"2012-01-04 01:09",8.7,11.7,"2012-01-04 00:04",7.2,"2012-01-04 15:42",NA,NA,74,"2012-01-05 00:00",4.2,33,15,47,"2012-01-04 22:38",4,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-05",999.1,NA,1002.3,"2012-01-05 10:19",996.6,"2012-01-05 22:30",10.2,12.2,"2012-01-05 23:09",8.4,"2012-01-05 03:27",NA,NA,74,"2012-01-05 00:03",4.1,41,14.5,49,"2012-01-05 01:11",9.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-06",998.1,NA,1000.9,"2012-01-06 21:17",995.8,"2012-01-06 02:48",13.5,15.2,"2012-01-06 13:26",11.6,"2012-01-06 01:08",NA,NA,90,"2012-01-07 00:00",1.7,37,12.1,44,"2012-01-06 23:50",40.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-07",1000.1,NA,1001.5,"2012-01-07 09:23",998.6,"2012-01-07 14:08",14.9,17.7,"2012-01-07 13:52",13.1,"2012-01-07 06:27",NA,NA,64,"2012-01-07 13:53",5.9,47,17.4,38,"2012-01-07 13:03",0.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-08",999.3,NA,1001.1,"2012-01-08 09:38",997.4,"2012-01-08 14:44",16,17.3,"2012-01-08 10:57",14.7,"2012-01-08 00:02",NA,NA,84,"2012-01-08 16:46",3.4,42,12.2,47,"2012-01-08 01:07",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-09",998.6,NA,1001.2,"2012-01-09 09:50",996.8,"2012-01-09 14:50",15.8,18.3,"2012-01-09 12:33",14.4,"2012-01-09 07:47",NA,NA,65,"2012-01-09 14:44",5.3,43,15.8,50,"2012-01-09 16:33",1.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2012-01-10",998.2,NA,999.7,"2012-01-10 23:39",996.2,"2012-01-10 14:54",16.4,19.9,"2012-01-10 12:56",15,"2012-01-10 00:13",NA,NA,56,"2012-01-10 12:59",4.4,45,13.8,35,"2012-01-10 00:23",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
