"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Tem","TMax","TMaxTime","TMin","TMinTime","Tddewpoint","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVIMax","UVIMaxTime","CloudAmount"
"2011-01-01",966.6,NA,967.9,"2011-01-01 23:23",964.8,"2011-01-01 15:05",7.4,11.5,"2011-01-01 11:45",4,"2011-01-01 00:44",NA,66,50,"2011-01-01 10:36",0.8,85,10.9,7,"2011-01-01 13:38",0,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-02",966.9,NA,968.9,"2011-01-02 09:18",965.6,"2011-01-02 15:04",10.7,15.2,"2011-01-02 12:07",6.8,"2011-01-02 05:28",NA,69,50,"2011-01-02 11:37",0.7,8,5.6,353,"2011-01-02 12:54",0,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-03",966.9,NA,969.1,"2011-01-03 09:43",964.4,"2011-01-03 03:04",9.9,11.4,"2011-01-03 01:07",9,"2011-01-03 22:35",NA,86,65,"2011-01-03 01:04",0.9,9,8.3,18,"2011-01-03 22:36",3,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-04",966.6,NA,968.9,"2011-01-04 09:11",965.2,"2011-01-04 23:58",10.9,13.6,"2011-01-04 11:47",8.8,"2011-01-04 20:35",NA,82,67,"2011-01-04 23:36",1,53,7.4,18,"2011-01-04 10:36",0,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-05",965.6,NA,967.8,"2011-01-05 08:28",963,"2011-01-05 15:51",14.1,19.4,"2011-01-05 15:36",10.4,"2011-01-05 04:42",NA,88,66,"2011-01-05 01:59",0.6,70,4,106,"2011-01-05 07:35",4,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-06",968.7,NA,970.8,"2011-01-06 23:53",965.7,"2011-01-06 02:31",10.3,14.4,"2011-01-06 00:32",6.5,"2011-01-06 23:58",NA,89,84,"2011-01-06 22:32",1.4,53,11.5,22,"2011-01-06 11:25",1.5,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-07",968.7,NA,971,"2011-01-07 00:24",966.3,"2011-01-07 23:59",9.4,12.2,"2011-01-07 23:59",6.2,"2011-01-07 01:00",NA,78,65,"2011-01-07 23:59",1.2,71,10.3,48,"2011-01-07 01:18",0.5,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-08",965.9,NA,968.2,"2011-01-08 07:53",963.9,"2011-01-08 15:19",13,19.6,"2011-01-08 12:06",9.2,"2011-01-08 03:47",NA,83,49,"2011-01-08 11:59",0.5,29,6.7,42,"2011-01-08 07:54",0,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-09",967.1,NA,968.7,"2011-01-09 09:24",964.9,"2011-01-09 14:39",11.3,13.9,"2011-01-09 11:06",8.4,"2011-01-09 23:59",NA,89,81,"2011-01-09 23:20",1.1,42,11.5,55,"2011-01-09 19:55",1,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-10",965.8,NA,968.7,"2011-01-10 07:47",963.7,"2011-01-10 15:34",9.1,10,"2011-01-10 22:48",8,"2011-01-10 01:16",NA,92,86,"2011-01-10 00:36",1,71,10.8,21,"2011-01-10 00:41",8.5,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-11",964.5,NA,966.3,"2011-01-11 19:34",962.8,"2011-01-11 05:01",7.6,9.8,"2011-01-11 00:21",5.8,"2011-01-11 23:36",NA,95,93,"2011-01-11 22:34",1,36,7.2,29,"2011-01-11 22:41",29.5,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-12",964.8,NA,966.9,"2011-01-12 07:37",963,"2011-01-12 15:18",7,10.3,"2011-01-12 23:41",5.2,"2011-01-12 06:22",NA,92,73,"2011-01-12 23:59",0.7,38,6.9,36,"2011-01-12 17:04",22.5,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-13",964.1,NA,965.8,"2011-01-13 09:27",961.6,"2011-01-13 14:48",13,17.4,"2011-01-13 14:35",10.1,"2011-01-13 00:30",NA,81,66,"2011-01-13 11:01",0.4,262,4,66,"2011-01-13 00:46",1,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-14",963.8,NA,965.7,"2011-01-14 09:07",961.7,"2011-01-14 13:23",14.1,18.3,"2011-01-14 11:10",11.6,"2011-01-14 04:42",NA,92,69,"2011-01-14 10:56",0.6,19,4.6,287,"2011-01-14 14:03",1,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-15",968.5,NA,972.4,"2011-01-15 21:56",964.1,"2011-01-15 00:47",8.1,12.8,"2011-01-15 00:10",4.3,"2011-01-15 22:52",NA,94,89,"2011-01-15 23:57",1.2,27,8.6,53,"2011-01-15 21:21",29.5,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-16",970.4,NA,972.1,"2011-01-16 09:15",968.8,"2011-01-16 14:55",5.1,7.1,"2011-01-16 23:53",3.3,"2011-01-16 07:33",NA,82,71,"2011-01-16 23:51",1,90,9.9,21,"2011-01-16 20:59",1.5,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-17",969.4,NA,971.8,"2011-01-17 09:00",967,"2011-01-17 15:12",10.2,13.4,"2011-01-17 13:35",6.7,"2011-01-17 00:55",NA,67,52,"2011-01-17 11:55",0.7,112,8.5,11,"2011-01-17 01:07",0,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-18",967,NA,968.7,"2011-01-18 09:25",965.3,"2011-01-18 14:16",13.2,18.9,"2011-01-18 12:54",9.2,"2011-01-18 03:38",NA,78,41,"2011-01-18 11:28",0.6,16,4.4,281,"2011-01-18 11:34",0,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-19",965.3,NA,966.8,"2011-01-19 10:05",963.2,"2011-01-19 13:23",14.3,17.6,"2011-01-19 11:57",10.9,"2011-01-19 06:47",NA,83,72,"2011-01-19 02:13",1,99,8.7,353,"2011-01-19 16:01",0,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-20",963.2,NA,965,"2011-01-20 00:01",961.5,"2011-01-20 12:56",15.1,19.9,"2011-01-20 10:53",13.1,"2011-01-20 22:48",NA,85,63,"2011-01-20 10:50",0.9,84,7.7,13,"2011-01-20 16:13",0.5,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-21",965.5,NA,969,"2011-01-21 22:33",962.1,"2011-01-21 05:57",11.3,13.2,"2011-01-21 01:40",9.2,"2011-01-21 23:00",NA,91,85,"2011-01-21 13:08",1.4,63,8.9,22,"2011-01-21 19:13",6,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2011-01-22",966.3,NA,968.2,"2011-01-22 00:03",964,"2011-01-22 14:41",12.5,16,"2011-01-22 11:34",9.5,"2011-01-22 00:15",NA,73,55,"2011-01-22 11:18",0.6,116,6.3,43,"2011-01-22 00:44",1,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
