"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Tem","TMax","TMaxTime","TMin","TMinTime","Tddewpoint","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVIMax","UVIMaxTime","CloudAmount"
"2016-01-01",979.5,NA,982.1,"2016-01-01 00:01",977.3,"2016-01-01 15:15",14.1,18.2,"2016-01-01 12:31",11.9,"2016-01-01 01:37",NA,97,82,"2016-01-01 12:24",0.6,238,4.9,185,"2016-01-01 11:16",2,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-02",975.6,NA,NA,"",NA,"",16.2,NA,"",NA,"",NA,93,NA,"",0.7,217,NA,NA,"",0.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-03",974,NA,976.1,"2016-01-03 08:51",971.8,"2016-01-03 14:33",17.4,20.4,"2016-01-03 11:12",15.6,"2016-01-03 06:41",NA,98,84,"2016-01-03 11:11",0.2,178,4.9,263,"2016-01-03 16:53",12.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-04",972.5,NA,NA,"",NA,"",19.2,NA,"",NA,"",NA,95,NA,"",0.4,2,NA,NA,"",15,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-05",971.3,NA,973.1,"2016-01-05 21:21",968.3,"2016-01-05 13:21",19,26.7,"2016-01-05 13:16",15.5,"2016-01-05 05:51",NA,94,62,"2016-01-05 13:16",0.5,175,5.5,14,"2016-01-05 13:26",1,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-06",972.9,NA,976.6,"2016-01-06 22:21",970.1,"2016-01-06 04:24",16.4,20,"2016-01-06 13:52",14.5,"2016-01-06 21:11",NA,96,79,"2016-01-06 13:54",1,308,7.1,325,"2016-01-06 16:08",22.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-07",975.3,NA,977.5,"2016-01-07 09:24",973.6,"2016-01-07 13:51",14.7,16.4,"2016-01-07 12:12",13.8,"2016-01-07 19:41",NA,96,82,"2016-01-07 12:22",0.5,148,4.9,2,"2016-01-07 01:52",2,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-08",974.1,NA,976,"2016-01-08 20:51",972,"2016-01-08 04:45",14,17.3,"2016-01-08 12:51",12.4,"2016-01-08 23:31",NA,93,74,"2016-01-08 12:51",0.5,34,7.1,352,"2016-01-08 07:39",2,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-09",975.4,NA,977.3,"2016-01-09 10:11",973.6,"2016-01-09 13:44",13.1,14.9,"2016-01-09 13:25",11.3,"2016-01-09 23:21",NA,95,82,"2016-01-09 12:14",0.5,90,6,71,"2016-01-09 09:11",1,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-10",972.6,NA,NA,"",NA,"",14.9,NA,"",NA,"",NA,92,NA,"",0.6,205,NA,NA,"",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-11",970.3,NA,NA,"",NA,"",14.5,NA,"",NA,"",NA,99,NA,"",0.1,197,NA,NA,"",9,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-12",973.5,NA,975,"2016-01-12 07:32",971.8,"2016-01-12 14:40",13.6,15.1,"2016-01-12 14:33",12.5,"2016-01-12 22:22",NA,96,87,"2016-01-12 14:37",0.7,181,8.2,184,"2016-01-12 05:25",5.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-13",974.2,NA,975.7,"2016-01-13 09:41",971.9,"2016-01-13 15:01",12.1,14.3,"2016-01-13 09:31",10.7,"2016-01-13 23:51",NA,98,88,"2016-01-13 09:41",0.3,271,6.6,343,"2016-01-13 13:39",8,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-14",973.4,NA,975.8,"2016-01-14 09:21",971.1,"2016-01-14 14:34",11.9,13.3,"2016-01-14 15:45",10.3,"2016-01-14 03:11",NA,95,85,"2016-01-14 16:34",0.4,177,4.1,222,"2016-01-14 15:45",1,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-15",970,NA,971.8,"2016-01-15 00:08",967.5,"2016-01-15 14:44",12.7,14.5,"2016-01-15 13:05",11,"2016-01-15 01:41",NA,98,90,"2016-01-15 13:32",0.3,195,5.5,277,"2016-01-15 13:27",3,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-16",969.2,NA,972.4,"2016-01-16 09:21",965.7,"2016-01-16 23:45",14.8,17.6,"2016-01-16 10:52",12,"2016-01-16 00:41",NA,95,76,"2016-01-16 11:12",0.4,238,4.9,41,"2016-01-16 12:46",0.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-17",964.4,NA,NA,"",NA,"",14.7,NA,"",NA,"",NA,95,NA,"",0.8,89,NA,NA,"",12,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-18",971.7,NA,975.3,"2016-01-18 21:01",968.6,"2016-01-18 00:01",10.7,12.3,"2016-01-18 14:11",9.1,"2016-01-18 07:12",NA,90,77,"2016-01-18 13:21",0.7,121,7.1,22,"2016-01-18 01:05",1.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-19",975.9,NA,978.1,"2016-01-19 21:51",973.9,"2016-01-19 02:31",11.2,12.8,"2016-01-19 11:51",10.1,"2016-01-19 20:02",NA,95,85,"2016-01-19 16:51",0.7,207,6,158,"2016-01-19 17:20",3.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-20",976.2,NA,979.4,"2016-01-20 08:12",973,"2016-01-20 23:52",12.6,14.6,"2016-01-20 14:54",10.6,"2016-01-20 02:31",NA,93,81,"2016-01-20 10:41",0.8,225,7.1,207,"2016-01-20 09:47",0.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-21",971.4,NA,973.6,"2016-01-21 22:13",968.6,"2016-01-21 15:12",14,16.5,"2016-01-21 09:41",12,"2016-01-21 05:20",NA,95,85,"2016-01-21 15:02",0.9,36,7.1,317,"2016-01-21 14:04",7.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-22",972,NA,974.6,"2016-01-22 09:14",968.7,"2016-01-22 15:07",13.7,16.3,"2016-01-22 12:21",11.9,"2016-01-22 07:03",NA,95,74,"2016-01-22 12:21",0.6,198,7.1,224,"2016-01-22 11:47",20,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-23",979.7,NA,NA,"",NA,"",7.8,NA,"",NA,"",NA,91,NA,"",1.8,247,NA,NA,"",68,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-24",985.8,NA,987.6,"2016-01-24 22:42",984,"2016-01-24 14:31",1.2,2.9,"2016-01-24 00:02",0.1,"2016-01-24 07:11",NA,86,65,"2016-01-24 12:43",0.7,39,6.6,44,"2016-01-24 17:10",17,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-25",984.9,NA,987.8,"2016-01-25 09:11",982.7,"2016-01-25 14:33",3.5,6.7,"2016-01-25 13:41",0.8,"2016-01-25 04:47",NA,84,61,"2016-01-25 13:42",0.3,2,3,250,"2016-01-25 01:05",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-26",981,NA,983.5,"2016-01-26 00:08",977.8,"2016-01-26 15:06",8.5,14.5,"2016-01-26 13:14",4.3,"2016-01-26 00:03",NA,88,65,"2016-01-26 12:42",0.5,182,25.9,2,"2016-01-26 15:44",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-27",977.5,NA,NA,"",NA,"",13.4,NA,"",NA,"",NA,88,NA,"",1,167,NA,NA,"",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-28",973.7,NA,977.1,"2016-01-28 00:11",969.7,"2016-01-28 15:01",15.4,22.4,"2016-01-28 15:34",12,"2016-01-28 02:21",NA,95,72,"2016-01-28 15:41",1,69,27,63,"2016-01-28 15:55",2.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-29",971.8,NA,975.3,"2016-01-29 09:53",968.9,"2016-01-29 13:46",14.6,16.3,"2016-01-29 14:01",12.2,"2016-01-29 06:35",NA,98,89,"2016-01-29 14:04",0.4,27,9.3,94,"2016-01-29 01:34",17,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-30",974.4,NA,977.2,"2016-01-30 22:41",971.3,"2016-01-30 02:57",14.4,16.5,"2016-01-30 12:31",13,"2016-01-30 23:51",NA,98,86,"2016-01-30 13:02",0.2,89,5.5,355,"2016-01-30 13:25",28,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
