"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Tem","TMax","TMaxTime","TMin","TMinTime","Tddewpoint","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVIMax","UVIMaxTime","CloudAmount"
"2014-01-01",924.7,1528.3,926.2,"2014-01-01 08:27",923,"2014-01-01 14:39",11.6,15.3,"2014-01-01 11:14",9.5,"2014-01-01 00:37",8.7,83,51,"2014-01-01 03:59",2.9,90,11.4,150,"2014-01-01 23:06",0,0,0,"",0,"","7.8",73.9,13.53,11.8,1.4,4,"2014-01-01 12:00",3
"2014-01-02",923.4,1524.2,925.3,"2014-01-02 08:38",921.4,"2014-01-02 15:23",15.3,20.6,"2014-01-02 13:25",10.8,"2014-01-02 06:27",10.8,75,54,"2014-01-02 09:06",0.7,200,7.3,170,"2014-01-02 03:36",0,0,0,"",0,"","5.3",50.2,11.02,16,-2.5,4,"2014-01-02 13:00",5.5
"2014-01-03",921.7,1511.3,923.2,"2014-01-03 09:03",919.5,"2014-01-03 14:06",14.9,18.4,"2014-01-03 11:34",12.6,"2014-01-03 23:07",11.1,78,58,"2014-01-03 19:03",2.6,360,9,110,"2014-01-03 22:22",0.5,1,0.5,"2014-01-03 05:20",0.5,"2014-01-03 05:01","2.8",26.5,9.34,9.8,1,4,"2014-01-03 12:00",7.3
"2014-01-04",923.2,1515.2,924.6,"2014-01-04 22:05",921.8,"2014-01-04 13:33",10.1,12.8,"2014-01-04 00:01",7.6,"2014-01-04 23:21",6.8,80,73,"2014-01-04 07:44",2.2,20,12.4,20,"2014-01-04 20:17",0,0,0,"",0,"","0.2",1.9,4.05,7.8,1,2,"2014-01-04 12:00",9
"2014-01-05",924.9,1523.9,926.2,"2014-01-05 07:41",923.2,"2014-01-05 13:47",8.6,11.8,"2014-01-05 12:47",6.5,"2014-01-05 06:58",5.2,79,65,"2014-01-05 13:10",2.7,170,14.6,150,"2014-01-05 19:46",0,0,0,"",0,"","8.4",79.4,13.79,10.5,1.8,4,"2014-01-05 12:00",4.5
"2014-01-06",924.8,1526.5,926.3,"2014-01-06 09:01",923.1,"2014-01-06 13:51",10.6,14,"2014-01-06 13:28",8.2,"2014-01-06 00:01",8.4,86,78,"2014-01-06 12:51",3.3,170,13.9,150,"2014-01-06 03:18",0,0,0,"",0,"","2.4",22.7,8.07,13.7,1,3,"2014-01-06 13:00",6.3
"2014-01-07",923.4,1521.8,925,"2014-01-07 09:08",922,"2014-01-07 14:00",13.7,19.4,"2014-01-07 12:07",10.5,"2014-01-07 06:44",10.5,81,62,"2014-01-07 11:52",1.1,190,7.6,130,"2014-01-07 00:23",0,0,0,"",0,"","8.6",81.1,13.04,11.7,2.5,4,"2014-01-07 12:00",0.5
"2014-01-08",924.1,1527.9,927.1,"2014-01-08 22:43",921.8,"2014-01-08 14:08",11.9,17.4,"2014-01-08 08:44",5.7,"2014-01-08 23:54",9,84,57,"2014-01-08 03:20",4.1,360,14.9,350,"2014-01-08 20:10",11,9.3,3,"2014-01-08 13:03",6,"2014-01-08 12:20","2.2",20.7,3.64,6.7,-1,2,"2014-01-08 10:00",5
"2014-01-09",928.5,1552.5,930.5,"2014-01-09 19:27",926.6,"2014-01-09 02:15",6.5,7.3,"2014-01-09 05:02",5.6,"2014-01-09 00:06",6.3,99,96,"2014-01-09 00:29",4.4,360,17.1,340,"2014-01-09 13:28",18.5,24,1,"2014-01-09 06:13",2.5,"2014-01-09 05:14","0.0",0,0,4.4,-1.4,0,"2014-01-09 11:00",10
"2014-01-10",929.8,1564.5,931.9,"2014-01-10 09:17",927.6,"2014-01-10 14:44",8.1,10.1,"2014-01-10 23:44",6.5,"2014-01-10 00:54",8.1,100,99,"2014-01-10 00:07",4.4,160,16.8,140,"2014-01-10 18:25",4.5,21.5,0.2,"2014-01-10 00:15",0.5,"2014-01-10 00:01","0.0",0,0.58,0.3,-0.4,1,"2014-01-10 12:00",10
"2014-01-11",928.6,1564.9,930.6,"2014-01-11 08:50",926.8,"2014-01-11 15:40",12.7,18,"2014-01-11 14:07",10.1,"2014-01-11 00:01",11.2,91,77,"2014-01-11 14:12",2.1,190,14.1,170,"2014-01-11 00:38",0,0,0,"",0,"","7.3",68.6,12.13,15.3,-0.7,5,"2014-01-11 13:00",4
