"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Tem","TMax","TMaxTime","TMin","TMinTime","Tddewpoint","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVIMax","UVIMaxTime","CloudAmount"
"2014-01-01",973,NA,974.9,"2014-01-01 08:16",971,"2014-01-01 14:03",13.2,19.2,"2014-01-01 13:16",7.5,"2014-01-01 06:31",NA,87,58,"2014-01-01 14:03",0.5,69,6,165,"2014-01-01 15:16",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2014-01-02",971.1,NA,973.3,"2014-01-02 07:32",968.7,"2014-01-02 13:33",15.5,25,"2014-01-02 13:20",10.1,"2014-01-02 06:31",NA,84,39,"2014-01-02 12:17",0.5,231,4.1,173,"2014-01-02 11:22",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2014-01-03",968.9,NA,970.5,"2014-01-03 23:01",965.6,"2014-01-03 14:08",16.1,24.1,"2014-01-03 12:32",9.7,"2014-01-03 04:39",NA,85,56,"2014-01-03 12:32",0.6,198,6,308,"2014-01-03 11:32",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2014-01-04",971.4,NA,973.5,"2014-01-04 22:16",969.8,"2014-01-04 04:16",12.5,14.2,"2014-01-04 00:02",9.7,"2014-01-04 22:01",NA,95,85,"2014-01-04 12:31",0,0,2.2,230,"2014-01-04 21:21",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2014-01-05",973.5,NA,975.3,"2014-01-05 07:01",971.6,"2014-01-05 13:19",11.8,16.1,"2014-01-05 13:01",8.7,"2014-01-05 04:46",NA,79,47,"2014-01-05 13:02",0.6,146,6.3,159,"2014-01-05 14:14",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2014-01-06",973.3,NA,975,"2014-01-06 09:18",971.4,"2014-01-06 13:17",12.6,17.9,"2014-01-06 13:04",9.1,"2014-01-06 04:31",NA,86,59,"2014-01-06 12:21",0.5,198,5.5,157,"2014-01-06 13:17",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2014-01-07",971.4,NA,973.2,"2014-01-07 08:16",969.1,"2014-01-07 13:04",14.2,23.2,"2014-01-07 12:33",8.5,"2014-01-07 06:20",NA,85,45,"2014-01-07 11:50",0.8,231,5.7,133,"2014-01-07 13:10",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2014-01-08",971.9,NA,976,"2014-01-08 23:46",969.2,"2014-01-08 14:18",13.4,22.9,"2014-01-08 11:37",8.4,"2014-01-08 06:16",NA,89,45,"2014-01-08 11:37",0.9,2,7.7,240,"2014-01-08 21:58",1.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2014-01-09",977.6,NA,979.7,"2014-01-09 19:31",975.7,"2014-01-09 00:01",9.9,10.8,"2014-01-09 11:16",9.3,"2014-01-09 01:47",NA,95,88,"2014-01-09 00:31",0.4,250,7.1,334,"2014-01-09 00:31",4,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2014-01-10",978.6,NA,980.7,"2014-01-10 09:22",976.4,"2014-01-10 14:22",11.1,12.2,"2014-01-10 13:02",9.6,"2014-01-10 01:46",NA,97,90,"2014-01-10 12:05",0.6,187,6.6,228,"2014-01-10 17:15",4,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
