"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Tem","TMax","TMaxTime","TMin","TMinTime","Tddewpoint","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVIMax","UVIMaxTime","CloudAmount"
"2013-01-01",965.2,NA,966.9,"2013-01-01 09:29",963.8,"2013-01-01 01:59",10.7,12.1,"2013-01-01 23:59",8.9,"2013-01-01 04:22",NA,92,74,"2013-01-01 06:20",0.2,144,4,57,"2013-01-01 05:56",6.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2013-01-02",966.3,NA,969.2,"2013-01-02 23:46",963.8,"2013-01-02 03:24",14.6,16.4,"2013-01-02 10:55",12,"2013-01-02 00:07",NA,91,77,"2013-01-02 09:48",0.4,143,4.5,15,"2013-01-02 23:14",1.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2013-01-03",969.5,NA,971.5,"2013-01-03 08:59",967.8,"2013-01-03 13:59",12.3,14,"2013-01-03 00:03",11.2,"2013-01-03 22:18",NA,93,84,"2013-01-03 16:39",0.9,116,8.8,32,"2013-01-03 13:40",7.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2013-01-04",964.4,NA,968.5,"2013-01-04 00:05",961.7,"2013-01-04 13:52",14.4,18.4,"2013-01-04 12:31",10.9,"2013-01-04 06:36",NA,87,64,"2013-01-04 12:23",0.6,292,5.2,48,"2013-01-04 03:42",1,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2013-01-05",963.3,NA,965.6,"2013-01-05 08:54",961.7,"2013-01-05 13:40",14.5,17.2,"2013-01-05 23:31",12.9,"2013-01-05 00:56",NA,94,72,"2013-01-05 23:30",0.5,85,6.8,25,"2013-01-05 13:15",1,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2013-01-06",963.1,NA,964.8,"2013-01-06 09:12",961.6,"2013-01-06 14:45",15.5,19.1,"2013-01-06 11:37",12.3,"2013-01-06 06:06",NA,93,72,"2013-01-06 08:14",0.4,359,4.3,285,"2013-01-06 10:50",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2013-01-07",962.7,NA,965.1,"2013-01-07 08:54",960.7,"2013-01-07 15:11",16,20.7,"2013-01-07 11:41",13.4,"2013-01-07 06:43",NA,97,80,"2013-01-07 11:44",0.4,19,6.3,287,"2013-01-07 11:54",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2013-01-08",962.7,NA,965.2,"2013-01-08 09:04",960.8,"2013-01-08 14:43",14.4,15.6,"2013-01-08 00:10",13.2,"2013-01-08 23:59",NA,97,87,"2013-01-08 09:32",0.9,63,7.8,38,"2013-01-08 13:04",1,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2013-01-09",964.8,NA,966.3,"2013-01-09 09:42",962.9,"2013-01-09 14:05",11.6,13.2,"2013-01-09 00:01",10.6,"2013-01-09 06:32",NA,99,91,"2013-01-09 21:53",1,59,7.8,14,"2013-01-09 22:20",10.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2013-01-10",965.6,NA,967,"2013-01-10 22:53",963.9,"2013-01-10 13:21",12.6,14,"2013-01-10 13:30",11,"2013-01-11 00:00",NA,85,77,"2013-01-10 18:46",1.2,98,9.8,2,"2013-01-10 16:20",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
