"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Tem","TMax","TMaxTime","TMin","TMinTime","Tddewpoint","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVIMax","UVIMaxTime","CloudAmount"
"2010-01-01",971.6,NA,974.1,"2010-01-01 00:02",969.4,"2010-01-01 14:31",12.6,16.3,"2010-01-01 14:31",8.7,"2010-01-01 00:01",NA,93,78,"2010-01-01 14:31",0.7,213,4.9,159,"2010-01-01 12:24",0,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2010-01-02",969.3,NA,971.5,"2010-01-02 23:01",967.1,"2010-01-02 14:06",14.7,18.4,"2010-01-02 13:31",11.6,"2010-01-02 06:23",NA,93,78,"2010-01-02 11:43",0.5,224,5.5,305,"2010-01-02 20:39",3.5,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2010-01-03",969.8,NA,971.6,"2010-01-03 09:46",968.8,"2010-01-03 15:01",13.4,14.8,"2010-01-03 16:01",12,"2010-01-03 07:05",NA,97,92,"2010-01-03 10:06",0.2,196,4.9,233,"2010-01-03 19:27",11,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2010-01-04",968.5,NA,970.2,"2010-01-04 22:31",966.5,"2010-01-04 13:20",15.2,20.7,"2010-01-04 12:17",10.3,"2010-01-04 06:46",NA,90,65,"2010-01-04 11:02",0.5,9,6,107,"2010-01-04 12:32",0,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2010-01-05",971.3,NA,973.7,"2010-01-05 09:46",969.4,"2010-01-05 03:01",13.1,14.8,"2010-01-05 00:16",11.9,"2010-01-05 21:34",NA,94,80,"2010-01-05 12:20",0.7,217,7.1,141,"2010-01-05 11:15",1,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2010-01-06",972.6,NA,974.8,"2010-01-06 20:46",970.4,"2010-01-06 02:47",12.8,15.1,"2010-01-06 13:16",11.9,"2010-01-06 23:52",NA,98,88,"2010-01-06 13:01",0.2,14,4.6,15,"2010-01-06 14:14",7.5,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2010-01-07",974.1,NA,976.3,"2010-01-07 09:13",972.8,"2010-01-07 15:02",11.9,12.7,"2010-01-07 12:46",11.3,"2010-01-07 16:46",NA,98,94,"2010-01-07 13:18",0.2,190,4.1,150,"2010-01-07 16:07",21.5,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2010-01-08",972.6,NA,974,"2010-01-08 10:01",971.1,"2010-01-08 03:01",11.9,12.9,"2010-01-08 13:46",11.3,"2010-01-08 06:24",NA,98,91,"2010-01-08 15:17",0.2,287,6,329,"2010-01-08 14:58",34.5,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2010-01-09",971.7,NA,973,"2010-01-09 00:01",969.9,"2010-01-09 14:47",14.5,18.5,"2010-01-09 11:32",11.5,"2010-01-09 00:16",NA,94,74,"2010-01-09 11:26",0.5,135,5.7,161,"2010-01-09 13:03",2.5,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
"2010-01-10",970.8,NA,973,"2010-01-10 09:01",968.2,"2010-01-10 14:49",15.5,23.1,"2010-01-10 14:05",10.3,"2010-01-10 23:46",NA,90,53,"2010-01-10 14:24",0.4,26,5.2,65,"2010-01-10 11:50",0.5,NA,NA,"",NA,"","/",NA,NA,NA,NA,NA,"",NA
