"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Tem","TMax","TMaxTime","TMin","TMinTime","Tddewpoint","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVIMax","UVIMaxTime","CloudAmount"
"2013-01-01",924.9,1521.3,926.5,"2013-01-01 09:19",923.8,"2013-01-01 02:50",8.3,10.5,"2013-01-01 22:49",6.7,"2013-01-01 00:01",8,97,95,"2013-01-01 02:53",3,150,11.6,140,"2013-01-01 01:58",25,15.5,1.5,"2013-01-01 12:23",4,"2013-01-01 18:15","0.0",0,0,3.2,-0.2,0,"2013-01-01 13:00",10
"2013-01-02",926.2,1543.9,929.1,"2013-01-02 23:55",923.9,"2013-01-02 03:46",12.7,16.5,"2013-01-02 13:30",10.4,"2013-01-02 00:16",11.7,94,64,"2013-01-02 10:47",2.5,350,13.7,350,"2013-01-02 22:56",8.5,11.9,1,"2013-01-02 21:33",2.5,"2013-01-02 22:55","1.4",13.3,6.4,7.8,-0.8,4,"2013-01-02 14:00",9.2
"2013-01-03",929.8,1571.1,932.5,"2013-01-03 09:32",928.3,"2013-01-03 14:26",8.5,11.2,"2013-01-03 00:01",7,"2013-01-03 19:37",8.1,97,95,"2013-01-03 04:00",2.9,320,17.1,350,"2013-01-03 00:55",53.5,24,2,"2013-01-03 05:20",6,"2013-01-03 09:16","0.0",0,0.22,1.1,-0.2,1,"2013-01-03 13:00",10
"2013-01-04",925.4,1529.2,929,"2013-01-04 00:04",923,"2013-01-04 13:30",10,11.6,"2013-01-04 23:11",8.2,"2013-01-04 00:01",9.6,97,96,"2013-01-04 14:20",4.6,150,17.7,160,"2013-01-04 07:10",37,24,1,"2013-01-04 00:06",3.5,"2013-01-04 00:32","0.0",0,3.78,0.2,-0.3,3,"2013-01-04 12:00",NA
"2013-01-05",923.6,1519.3,925.1,"2013-01-05 08:59",922.2,"2013-01-05 13:55",11.7,13.5,"2013-01-05 11:11",11,"2013-01-05 17:41",11.2,97,92,"2013-01-05 12:36",2.9,170,16.1,160,"2013-01-05 23:42",22.5,24,0.5,"2013-01-05 00:22",2,"2013-01-05 00:18","0.2",1.9,7.96,3.2,-0.3,5,"2013-01-05 12:00",10
"2013-01-06",923.8,1523.6,925.4,"2013-01-06 09:37",922.3,"2013-01-06 14:38",13,14.9,"2013-01-06 12:27",12.1,"2013-01-06 00:04",12.5,97,93,"2013-01-06 13:27",2.4,150,15.2,180,"2013-01-06 00:55",19,22,0.5,"2013-01-06 00:14",2,"2013-01-06 18:50","0.4",3.8,7.36,1.5,-0.4,4,"2013-01-06 13:00",10
"2013-01-07",923.1,1518.7,925.5,"2013-01-07 09:58",921.3,"2013-01-07 14:54",13.2,14.7,"2013-01-07 12:07",12.2,"2013-01-07 01:17",12.6,96,94,"2013-01-07 12:27",2.2,100,12.4,170,"2013-01-07 02:22",8,18.9,0.5,"2013-01-07 00:04",1.5,"2013-01-07 00:07","0.5",4.7,7.69,0.5,-0.3,5,"2013-01-07 12:00",10
"2013-01-08",923,1515.2,925.2,"2013-01-08 08:34",921.4,"2013-01-08 14:44",11.3,12.9,"2013-01-08 00:01",10.4,"2013-01-08 23:52",10.8,96,95,"2013-01-08 01:22",2,360,12.5,350,"2013-01-08 06:28",26.5,24,1,"2013-01-08 20:31",3.5,"2013-01-08 20:04","0.0",0,2.44,2.3,-2.1,2,"2013-01-08 12:00",10
"2013-01-09",924.5,1523.2,926.1,"2013-01-09 09:03",923,"2013-01-09 13:43",9,10.5,"2013-01-09 00:01",8.1,"2013-01-09 16:29",8.5,97,95,"2013-01-09 00:07",3.6,320,14.5,350,"2013-01-09 03:59",26,24,0.5,"2013-01-09 00:10",2.5,"2013-01-09 02:21","0.0",0,1.31,0.7,-0.5,1,"2013-01-09 12:00",10
"2013-01-10",926.3,1535.9,928,"2013-01-10 22:50",924.8,"2013-01-10 01:55",8.2,9.1,"2013-01-10 08:11",7.6,"2013-01-10 14:53",7.9,98,95,"2013-01-10 00:32",2.2,200,13.3,140,"2013-01-10 14:29",30.5,24,1.5,"2013-01-10 00:01",2.5,"2013-01-10 00:01","0.0",0,0.08,0.8,-0.3,1,"2013-01-10 13:00",10
"2013-01-11",925.7,1534.5,927.8,"2013-01-11 00:49",924.1,"2013-01-11 14:36",11.3,13.7,"2013-01-11 22:53",7.7,"2013-01-11 00:08",10.9,97,94,"2013-01-11 17:07",5.1,160,22.7,140,"2013-01-11 03:45",4,11.5,0.5,"2013-01-11 00:10",1.5,"2013-01-11 00:01","0.5",4.7,4.85,4.3,-0.8,3,"2013-01-11 13:00",9.3
"2013-01-12",923.4,1522.6,926.4,"2013-01-12 10:14",919.6,"2013-01-12 23:39",13.7,15.3,"2013-01-12 23:59",12.6,"2013-01-12 05:47",13.1,96,94,"2013-01-12 18:57",2.3,180,12,360,"2013-01-12 16:33",38.5,23.5,2.5,"2013-01-12 18:22",6.5,"2013-01-12 17:36","0.0",0,2.82,0.4,-0.1,2,"2013-01-12 13:00",10
"2013-01-13",919,1480.2,921.1,"2013-01-13 23:47",917.1,"2013-01-13 13:01",11.2,15.6,"2013-01-13 01:56",7.6,"2013-01-13 23:29",10.7,97,94,"2013-01-13 04:01",6.6,360,16.5,10,"2013-01-13 17:43",41.5,21.5,2,"2013-01-13 16:17",7.5,"2013-01-13 15:32","0.0",0,0.1,0.1,-0.2,1,"2013-01-13 11:00",NA
"2013-01-14",924.4,1515.7,926.5,"2013-01-14 23:38",920.9,"2013-01-14 00:01",6.6,8.8,"2013-01-14 13:29",5.3,"2013-01-14 05:00",5.6,94,81,"2013-01-14 13:37",5.3,360,18.1,360,"2013-01-14 01:51",0,0,0,"",0,"","1.6",15,6.11,4.1,1,4,"2013-01-14 13:00",7.8
