"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Tem","TMax","TMaxTime","TMin","TMinTime","Tddewpoint","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVIMax","UVIMaxTime","CloudAmount"
"2015-01-01",930.6,1570.8,932.7,"2015-01-01 09:17",929.1,"2015-01-01 00:03",5.7,8.4,"2015-01-01 00:04",3.3,"2015-01-01 18:06",3.2,84,72,"2015-01-01 11:51",2.4,320,15.2,310,"2015-01-01 11:50",0,0,0,"",0,"","1.3",12.3,6.16,15,1.9,NA,"",7.5
"2015-01-02",929.9,1561.4,931.5,"2015-01-02 10:12",928,"2015-01-02 14:53",6.5,10,"2015-01-02 11:26",4.5,"2015-01-02 04:35",4,84,71,"2015-01-02 11:23",3.3,190,15.4,180,"2015-01-02 16:20",0,0,0,"",0,"","5.9",55.9,11.96,17.8,1.3,NA,"",5.3
"2015-01-03",926.9,1541.3,929.5,"2015-01-03 00:27",925.1,"2015-01-03 23:43",9.3,14.5,"2015-01-03 14:20",5.8,"2015-01-03 01:04",6.6,84,69,"2015-01-03 14:49",2.5,200,10.7,110,"2015-01-03 08:11",0,0,0,"",0,"","8.6",81.4,13.5,20,1.5,NA,"",1.7
"2015-01-04",923.6,1520.8,925.2,"2015-01-04 00:04",922.3,"2015-01-04 14:36",12.7,18,"2015-01-04 13:55",8.5,"2015-01-04 02:10",9.1,79,61,"2015-01-04 10:27",1,210,6,200,"2015-01-04 22:46",0,0,0,"",0,"","8.7",82.3,13.86,14.5,2.2,NA,"",3.3
"2015-01-05",922.4,1515,924.2,"2015-01-05 08:47",921.5,"2015-01-05 13:34",14.5,19.7,"2015-01-05 11:54",10.6,"2015-01-05 05:15",9.8,74,57,"2015-01-05 09:11",0.8,190,5.8,360,"2015-01-05 12:11",0,0,0,"",0,"","3.9",36.8,8.48,18.5,1.2,NA,"",4.5
"2015-01-06",922.3,1517,923.6,"2015-01-06 08:13",921,"2015-01-06 13:07",14.8,20.1,"2015-01-06 10:24",11.5,"2015-01-06 22:29",11.9,84,60,"2015-01-06 10:09",2.9,360,14,100,"2015-01-06 22:19",1.5,6.9,0.3,"2015-01-06 22:40",1,"2015-01-06 22:01","0.5",4.7,7.18,11.5,-1.9,NA,"",8.8
"2015-01-07",926.2,1539.1,929.2,"2015-01-07 21:10",922.4,"2015-01-07 00:03",8.4,12.2,"2015-01-07 01:27",5.3,"2015-01-07 21:43",8.1,98,93,"2015-01-07 08:58",3.1,340,13.9,350,"2015-01-07 23:03",5.5,24,0.5,"2015-01-07 02:29",1,"2015-01-07 03:37","0.0",0,0.87,0.2,-0.1,NA,"",NA
"2015-01-08",930,1560.8,931.8,"2015-01-08 09:10",928.7,"2015-01-08 13:49",5.2,6.7,"2015-01-08 11:23",3.2,"2015-01-08 06:14",4,92,83,"2015-01-08 12:22",3.3,350,14.4,350,"2015-01-08 08:21",0.5,5.1,0.5,"2015-01-08 00:36",0.5,"2015-01-08 00:36","0.1",0.9,3.02,7.4,0.8,NA,"",9.6
"2015-01-09",929.3,1559.6,931.2,"2015-01-09 09:48",927.6,"2015-01-09 14:36",7.7,9.8,"2015-01-09 11:50",6.1,"2015-01-09 00:03",6.1,90,79,"2015-01-09 11:48",3.1,180,14.4,160,"2015-01-09 12:54",0,0,0,"",0,"","0.5",4.7,4.93,14.7,0.4,NA,"",8.8
"2015-01-10",929,1560.3,930.5,"2015-01-10 09:32",927.4,"2015-01-10 15:06",9,12.5,"2015-01-10 11:44",7.7,"2015-01-10 05:27",6.7,86,74,"2015-01-10 14:08",3.6,190,14.4,200,"2015-01-10 00:05",0,0,0,"",0,"","2.9",27.3,7.56,13.3,0.3,NA,"",6.5
