"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Tem","TMax","TMaxTime","TMin","TMinTime","Tddewpoint","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVIMax","UVIMaxTime","CloudAmount"
"2016-01-01",970.3,NA,NA,"",NA,"",17.4,NA,"",NA,"",NA,77,NA,"",0.5,119,NA,NA,"",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-02",968.2,NA,970.2,"2016-01-02 00:57",966.5,"2016-01-02 14:53",15.8,19.2,"2016-01-02 14:06",12.1,"2016-01-02 05:24",NA,91,79,"2016-01-02 10:30",0.4,281,4.7,290,"2016-01-02 10:18",0.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-03",966.5,NA,968.5,"2016-01-03 09:04",964.2,"2016-01-03 15:40",16.9,19,"2016-01-03 11:06",15.1,"2016-01-03 03:45",NA,97,85,"2016-01-03 11:12",0.2,42,3.1,259,"2016-01-03 15:02",19,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-04",965.2,NA,967.2,"2016-01-04 09:20",964.1,"2016-01-04 15:59",18.1,21.9,"2016-01-04 11:04",16.8,"2016-01-04 04:32",NA,98,85,"2016-01-04 11:07",0.3,124,4.1,287,"2016-01-04 11:29",15,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-05",964,NA,965.3,"2016-01-05 21:27",962.4,"2016-01-05 13:59",18.2,22.1,"2016-01-05 11:14",16.3,"2016-01-05 22:25",NA,92,71,"2016-01-05 11:02",0.5,121,3.4,98,"2016-01-05 04:13",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-06",965.3,NA,968.4,"2016-01-06 22:22",961.5,"2016-01-06 04:20",14.9,16.9,"2016-01-06 06:13",13.6,"2016-01-06 21:41",NA,98,86,"2016-01-06 02:19",0.6,35,8.2,291,"2016-01-06 06:20",34,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-07",966.8,NA,968.7,"2016-01-07 09:13",964.9,"2016-01-07 13:49",15.1,20.2,"2016-01-07 13:02",13.4,"2016-01-07 21:36",NA,87,63,"2016-01-07 12:42",0.9,61,7.5,62,"2016-01-07 12:03",0.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-08",966.4,NA,968.3,"2016-01-08 09:06",965,"2016-01-08 14:10",13.5,16.1,"2016-01-08 12:42",12.3,"2016-01-08 07:25",NA,92,81,"2016-01-08 12:48",0.6,11,6.3,20,"2016-01-08 23:15",2,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-09",966.4,NA,968.3,"2016-01-09 09:46",964.4,"2016-01-09 14:07",14.8,20.6,"2016-01-09 14:04",11.5,"2016-01-09 05:58",NA,82,59,"2016-01-09 13:17",0.7,15,7.6,41,"2016-01-09 05:21",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-10",964.6,NA,967.3,"2016-01-10 09:08",962.2,"2016-01-10 14:23",16,20.4,"2016-01-10 12:05",12.7,"2016-01-10 03:42",NA,80,55,"2016-01-10 12:21",0.5,120,3.9,114,"2016-01-10 02:16",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-11",963.1,NA,965.5,"2016-01-11 21:43",961,"2016-01-11 05:11",14,16.4,"2016-01-11 11:59",12.7,"2016-01-11 19:18",NA,96,84,"2016-01-11 05:22",0.2,6,4.8,296,"2016-01-11 13:32",32.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-12",965.3,NA,967.2,"2016-01-12 07:28",963.2,"2016-01-12 14:11",13.3,15.4,"2016-01-12 14:14",11.8,"2016-01-12 23:56",NA,91,80,"2016-01-12 13:36",1.1,52,10.2,49,"2016-01-12 14:20",7.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-13",965.8,NA,NA,"",NA,"",11.8,NA,"",NA,"",NA,91,NA,"",1.1,60,NA,NA,"",2.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-14",965,NA,967.6,"2016-01-14 09:37",962.4,"2016-01-14 14:31",11.7,15.4,"2016-01-14 14:33",10,"2016-01-14 02:06",NA,90,75,"2016-01-14 14:16",0.7,8,6.9,36,"2016-01-14 01:15",0,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-15",962.4,NA,963.8,"2016-01-15 07:37",960.5,"2016-01-15 14:29",12.1,13.9,"2016-01-15 14:34",10,"2016-01-15 01:06",NA,96,81,"2016-01-15 09:48",0.2,110,2.9,53,"2016-01-15 04:19",4.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-16",960.9,NA,963.7,"2016-01-16 09:08",958.7,"2016-01-16 22:53",15.6,21.6,"2016-01-16 14:49",10.8,"2016-01-16 07:20",NA,88,61,"2016-01-16 15:03",0.4,25,4.5,286,"2016-01-16 14:06",0.5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-17",957.7,NA,961.9,"2016-01-17 23:54",955.2,"2016-01-17 14:02",13.9,15.8,"2016-01-17 02:16",10.2,"2016-01-17 23:57",NA,98,86,"2016-01-17 02:15",0.4,12,6.9,76,"2016-01-17 21:37",49,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-18",963.4,NA,965.5,"2016-01-18 21:03",961.8,"2016-01-19 00:00",10.8,13.4,"2016-01-18 15:07",8.4,"2016-01-18 04:34",NA,87,71,"2016-01-18 14:28",0.6,123,8.1,48,"2016-01-18 01:32",4,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-19",966.6,NA,968.7,"2016-01-19 09:44",964.3,"2016-01-19 04:09",11.7,13.1,"2016-01-19 21:20",10.5,"2016-01-19 06:45",NA,87,71,"2016-01-19 21:24",0.8,77,7.1,33,"2016-01-19 11:57",5,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
"2016-01-20",966.6,NA,968.9,"2016-01-20 07:58",963.7,"2016-01-20 17:44",13.9,18.9,"2016-01-20 11:53",9.6,"2016-01-20 05:51",NA,83,58,"2016-01-20 11:54",0.6,14,8.1,21,"2016-01-20 04:57",1,NA,NA,"",NA,"","...",NA,NA,NA,NA,NA,"",NA
