"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Tem","TMax","TMaxTime","TMin","TMinTime","Tddewpoint","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVIMax","UVIMaxTime","CloudAmount"
"2016-01-01",930.8,1582.7,932.8,"2016-01-01 00:01",929.3,"2016-01-01 15:21",12.2,14.6,"2016-01-01 20:06",8.8,"2016-01-01 00:05",12.1,99,95,"2016-01-01 22:20",4.5,160,18.2,150,"2016-01-01 02:13",0.2,9.5,NA,"2016-01-01 00:01",0.1,"2016-01-01 00:01","0.0",0,4.39,0.2,-0.3,2,"2016-01-01 13:00",NA
"2016-01-02",927.9,1567.2,929.7,"2016-01-02 00:01",926.3,"2016-01-02 14:56",15.4,20,"2016-01-02 11:08",12.4,"2016-01-02 04:45",14.5,95,80,"2016-01-02 17:09",1.9,190,6.7,170,"2016-01-02 11:16",1,4,0.5,"2016-01-02 20:55",0.5,"2016-01-02 20:55","4.7",44.5,10.74,10,-0.2,4,"2016-01-02 11:00",6.8
"2016-01-03",926.4,1553.3,928.2,"2016-01-03 08:47",924.1,"2016-01-03 15:35",14.8,16.5,"2016-01-03 10:25",13.7,"2016-01-03 02:30",14.7,99,90,"2016-01-03 00:45",1.4,350,7.8,340,"2016-01-03 07:31",14,24,1.5,"2016-01-03 06:12",4,"2016-01-03 10:52","0.0",0,3.59,6.5,-1.3,2,"2016-01-03 11:00",10
"2016-01-04",925.3,1547.1,926.9,"2016-01-04 09:17",924.1,"2016-01-04 15:23",17,20.1,"2016-01-04 09:46",14.4,"2016-01-04 00:30",16.2,95,83,"2016-01-04 21:59",1.5,20,7.5,180,"2016-01-04 00:58",2.1,6.5,0.4,"2016-01-04 00:50",1.2,"2016-01-04 00:50","1.9",18,4.57,12,-0.3,2,"2016-01-04 10:00",6.3
"2016-01-05",924.2,1538,925.4,"2016-01-05 23:11",922.6,"2016-01-05 14:03",16.3,20.9,"2016-01-05 12:47",13.4,"2016-01-05 17:53",15.5,95,82,"2016-01-05 21:41",2.4,360,10,360,"2016-01-05 17:07",0.9,2.5,0.2,"2016-01-05 08:40",0.5,"2016-01-05 17:01","0.1",0.9,4.64,10.3,-0.2,3,"2016-01-05 13:00",6.8
"2016-01-06",925.2,1539.2,928.2,"2016-01-06 22:26",921.7,"2016-01-06 04:16",12.9,14.4,"2016-01-06 05:05",11.2,"2016-01-06 23:21",12.9,100,94,"2016-01-06 00:01",4.5,350,13.5,360,"2016-01-06 21:52",46.4,20.5,6,"2016-01-06 06:46",14.5,"2016-01-06 06:23","0.0",0,0.92,2.8,-0.2,1,"2016-01-06 12:00",10
"2016-01-07",927.3,1551.4,929.3,"2016-01-07 09:26",925.5,"2016-01-07 23:52",10.8,11.4,"2016-01-07 11:54",10.3,"2016-01-07 05:11",10.8,100,100,"2016-01-07 00:01",2,150,14.7,120,"2016-01-07 23:59",9.2,24,0.8,"2016-01-07 00:10",1.5,"2016-01-07 00:11","0.0",0,0.43,2.2,-0.8,1,"2016-01-07 12:00",10
"2016-01-08",926.2,1540.2,927.8,"2016-01-08 09:27",924.7,"2016-01-08 03:55",10.1,11.4,"2016-01-08 02:58",8.8,"2016-01-08 23:33",10.1,100,97,"2016-01-08 07:12",2.6,350,12.5,30,"2016-01-08 00:50",5,17.7,0.5,"2016-01-08 01:40",1,"2016-01-08 01:34","0.0",0,0.9,1.8,-0.1,1,"2016-01-08 11:00",10
"2016-01-09",926.8,1543.4,928.9,"2016-01-09 09:44",925.1,"2016-01-09 13:58",9.8,12.1,"2016-01-09 23:59",7.7,"2016-01-09 06:12",9.8,100,98,"2016-01-09 12:35",3.3,110,13.1,150,"2016-01-09 15:18",1.5,8.5,0.5,"2016-01-09 01:27",0.5,"2016-01-09 00:37","0.6",5.7,6.96,0.1,0.5,4,"2016-01-09 13:00",NA
"2016-01-10",924.9,1534.9,927.2,"2016-01-10 09:12",922.8,"2016-01-10 13:50",14.1,18.6,"2016-01-10 11:26",11.4,"2016-01-10 06:23",13.2,95,80,"2016-01-10 13:51",1.7,190,9.9,60,"2016-01-10 00:50",0,0,0,"",0,"","1.5",14.1,9,12.7,-1,4,"2016-01-10 12:00",6.8
